date,farm_id,weight
2019-6-11,Farm 86,2612
2019-5-18,Farm 103,2612
2019-3-8,Farm 86,2612
2019-4-10,Farm 111,2612
2019-6-12,Farm 103,2612
2019-1-11,Farm 103,2612
2019-1-27,Farm 111,2612
2019-11-11,Farm 86,2612
2019-11-20,Farm 73,2612
2019-12-18,Farm 73,2612
2019-2-11,Farm 111,2613
2019-3-17,Farm 86,2613
2019-9-26,Farm 111,2613
2019-12-26,Farm 73,2613
2019-12-26,Farm 86,2613
2019-1-19,Farm 103,2613
2019-5-14,Farm 111,2614
2019-5-23,Farm 86,2615
2019-4-2,Farm 103,2615
2019-5-13,Farm 32,2615
2019-6-11,Farm 111,2615
2019-7-5,Farm 103,2615
2019-9-5,Farm 73,2615
2019-10-22,Farm 73,2615
2019-12-18,Farm 111,2615
2019-1-18,Farm 86,2615
2019-5-17,Farm 103,2616
2019-6-27,Farm 111,2616
2019-7-3,Farm 103,2616
2019-9-18,Farm 86,2616
2019-10-9,Farm 86,2616
2019-10-30,Farm 111,2616
2019-1-3,Farm 111,2616
2019-5-10,Farm 103,2617
2019-6-14,Farm 32,2617
2019-4-22,Farm 103,2618
2019-8-2,Farm 73,2618
2019-9-3,Farm 111,2618
2019-10-22,Farm 111,2618
2019-12-9,Farm 73,2618
2019-12-20,Farm 103,2618
2019-12-21,Farm 111,2619
2019-3-15,Farm 103,2619
2019-4-22,Farm 111,2619
2019-6-20,Farm 86,2619
2019-11-18,Farm 86,2619
2019-7-3,Farm 111,2619
2019-7-13,Farm 73,2619
2019-10-10,Farm 73,2619
2019-8-4,Farm 103,2619
2019-12-16,Farm 103,2619
2019-2-22,Farm 111,2620
2019-5-2,Farm 73,2620
2019-6-24,Farm 103,2620
2019-11-23,Farm 86,2620
2019-7-20,Farm 73,2621
2019-11-9,Farm 103,2621
2019-11-22,Farm 103,2621
2019-6-2,Farm 86,2622
2019-4-14,Farm 86,2622
2019-5-3,Farm 86,2622
2019-7-3,Farm 86,2622
2019-3-26,Farm 103,2622
2019-5-19,Farm 86,2622
2019-5-16,Farm 73,2622
2019-1-2,Farm 73,2622
2019-9-2,Farm 73,2622
2019-3-6,Farm 111,2622
2019-1-6,Farm 103,2622
2019-6-22,Farm 111,2622
2019-2-21,Farm 111,2623
2019-5-18,Farm 111,2623
2019-6-14,Farm 103,2623
2019-10-25,Farm 111,2623
2019-11-19,Farm 103,2623
2019-1-25,Farm 86,2623
2019-4-8,Farm 103,2624
2019-8-26,Farm 73,2624
2019-9-12,Farm 111,2624
2019-10-4,Farm 86,2624
2019-12-12,Farm 32,2624
2019-2-20,Farm 108,2625
2019-5-19,Farm 103,2625
2019-9-22,Farm 111,2625
2019-12-17,Farm 86,2625
2019-2-18,Farm 86,2626
2019-7-21,Farm 103,2626
2019-8-17,Farm 111,2626
2019-9-20,Farm 103,2626
2019-11-5,Farm 86,2626
2019-11-29,Farm 86,2626
2019-11-30,Farm 111,2626
2019-1-11,Farm 86,2626
2019-4-16,Farm 111,2627
2019-7-29,Farm 73,2627
2019-8-4,Farm 86,2627
2019-9-13,Farm 103,2627
2019-11-24,Farm 103,2627
2019-8-27,Farm 103,2628
2019-2-7,Farm 86,2628
2019-12-15,Farm 73,2628
2019-5-6,Farm 111,2628
2019-5-16,Farm 86,2628
2019-1-4,Farm 86,2628
2019-10-22,Farm 103,2628
2019-11-1,Farm 86,2628
2019-12-4,Farm 111,2628
2019-1-13,Farm 111,2628
2019-2-16,Farm 111,2629
2019-7-17,Farm 86,2629
2019-12-3,Farm 103,2629
2019-2-6,Farm 103,2630
2019-4-1,Farm 103,2630
2019-9-23,Farm 73,2630
2019-11-11,Farm 103,2630
2019-1-21,Farm 103,2630
2019-2-19,Farm 111,2631
2019-4-3,Farm 86,2631
2019-4-6,Farm 32,2631
2019-8-1,Farm 86,2631
2019-8-20,Farm 103,2631
2019-8-23,Farm 111,2631
2019-1-17,Farm 111,2631
2019-1-28,Farm 73,2631
2019-2-22,Farm 86,2632
2019-4-5,Farm 111,2632
2019-8-2,Farm 111,2632
2019-8-21,Farm 111,2632
2019-9-22,Farm 73,2632
2019-10-15,Farm 111,2632
2019-11-10,Farm 111,2632
2019-3-19,Farm 86,2633
2019-6-20,Farm 111,2633
2019-6-30,Farm 103,2633
2019-7-9,Farm 111,2633
2019-7-30,Farm 73,2633
2019-9-28,Farm 103,2633
2019-10-17,Farm 111,2633
2019-4-28,Farm 111,2634
2019-7-4,Farm 73,2634
2019-9-13,Farm 111,2634
2019-1-28,Farm 86,2634
2019-6-29,Farm 111,2635
2019-7-8,Farm 111,2635
2019-8-26,Farm 86,2635
2019-9-11,Farm 111,2635
2019-10-9,Farm 111,2635
2019-10-13,Farm 86,2635
2019-3-14,Farm 73,2636
2019-5-27,Farm 73,2636
2019-6-6,Farm 111,2636
2019-6-17,Farm 73,2636
2019-7-15,Farm 103,2636
2019-11-12,Farm 73,2636
2019-1-2,Farm 103,2636
2019-1-7,Farm 103,2636
2019-6-25,Farm 111,2637
2019-9-5,Farm 103,2637
2019-10-6,Farm 73,2637
2019-10-12,Farm 86,2637
2019-12-19,Farm 111,2637
2019-1-3,Farm 73,2637
2019-6-28,Farm 103,2638
2019-12-19,Farm 103,2638
2019-4-6,Farm 86,2638
2019-10-17,Farm 86,2638
2019-2-6,Farm 73,2638
2019-3-30,Farm 111,2638
2019-7-17,Farm 73,2638
2019-8-16,Farm 111,2638
2019-9-20,Farm 111,2638
2019-9-1,Farm 103,2638
2019-6-24,Farm 111,2639
2019-2-28,Farm 111,2640
2019-5-1,Farm 73,2640
2019-7-8,Farm 86,2640
2019-8-20,Farm 111,2640
2019-1-20,Farm 73,2640
2019-3-29,Farm 103,2641
2019-2-1,Farm 73,2641
2019-3-25,Farm 111,2641
2019-11-12,Farm 111,2641
2019-4-7,Farm 111,2641
2019-9-23,Farm 111,2641
2019-4-15,Farm 73,2641
2019-12-13,Farm 86,2641
2019-6-16,Farm 103,2641
2019-8-13,Farm 103,2641
2019-7-5,Farm 73,2641
2019-3-6,Farm 86,2642
2019-7-16,Farm 73,2642
2019-9-15,Farm 111,2642
2019-9-23,Farm 32,2642
2019-11-8,Farm 73,2642
2019-1-3,Farm 86,2642
2019-2-3,Farm 73,2643
2019-4-11,Farm 73,2643
2019-6-22,Farm 103,2643
2019-10-30,Farm 73,2643
2019-2-3,Farm 86,2644
2019-2-25,Farm 73,2644
2019-5-14,Farm 86,2644
2019-7-22,Farm 73,2644
2019-11-9,Farm 111,2644
2019-12-12,Farm 103,2644
2019-5-13,Farm 103,2645
2019-4-18,Farm 103,2646
2019-8-19,Farm 73,2646
2019-1-14,Farm 86,2646
2019-1-29,Farm 73,2646
2019-2-25,Farm 111,2647
2019-3-11,Farm 103,2647
2019-8-10,Farm 86,2647
2019-8-18,Farm 111,2647
2019-10-10,Farm 86,2647
2019-4-28,Farm 86,2648
2019-5-10,Farm 111,2648
2019-7-28,Farm 111,2648
2019-10-16,Farm 111,2648
2019-1-28,Farm 103,2648
2019-3-29,Farm 111,2649
2019-6-20,Farm 73,2649
2019-8-12,Farm 111,2649
2019-9-16,Farm 108,2649
2019-10-21,Farm 111,2649
2019-11-26,Farm 103,2649
2019-12-22,Farm 73,2649
2019-2-7,Farm 73,2650
2019-2-13,Farm 111,2650
2019-4-11,Farm 111,2650
2019-5-4,Farm 73,2650
2019-10-9,Farm 103,2650
2019-10-11,Farm 103,2650
2019-11-2,Farm 86,2650
2019-1-21,Farm 73,2650
2019-4-19,Farm 103,2651
2019-4-29,Farm 111,2651
2019-5-7,Farm 111,2651
2019-6-10,Farm 86,2651
2019-7-15,Farm 86,2651
2019-12-6,Farm 73,2651
2019-6-1,Farm 73,2652
2019-10-16,Farm 73,2652
2019-10-29,Farm 73,2652
2019-2-1,Farm 111,2653
2019-3-18,Farm 111,2653
2019-5-8,Farm 103,2653
2019-5-31,Farm 111,2653
2019-9-28,Farm 73,2653
2019-11-3,Farm 73,2653
2019-11-18,Farm 73,2653
2019-1-17,Farm 73,2653
2019-3-28,Farm 111,2654
2019-6-10,Farm 73,2654
2019-8-17,Farm 73,2654
2019-12-12,Farm 86,2654
2019-12-24,Farm 73,2654
2019-3-7,Farm 111,2655
2019-8-1,Farm 111,2655
2019-9-27,Farm 103,2655
2019-10-6,Farm 103,2655
2019-2-9,Farm 103,2656
2019-4-19,Farm 73,2656
2019-4-26,Farm 111,2656
2019-5-6,Farm 73,2656
2019-6-1,Farm 111,2656
2019-6-13,Farm 73,2656
2019-6-30,Farm 111,2656
2019-1-20,Farm 111,2656
2019-4-22,Farm 86,2657
2019-6-8,Farm 73,2657
2019-7-1,Farm 73,2657
2019-1-16,Farm 73,2657
2019-1-16,Farm 86,2657
2019-4-6,Farm 111,2658
2019-9-13,Farm 86,2658
2019-9-25,Farm 103,2658
2019-1-25,Farm 73,2658
2019-1-26,Farm 103,2658
2019-3-31,Farm 111,2659
2019-4-2,Farm 111,2659
2019-5-5,Farm 32,2659
2019-7-22,Farm 86,2659
2019-10-8,Farm 111,2659
2019-10-13,Farm 18,2659
2019-10-23,Farm 73,2659
2019-11-14,Farm 73,2659
2019-7-21,Farm 111,2660
2019-9-3,Farm 73,2660
2019-11-25,Farm 32,2660
2019-3-23,Farm 111,2661
2019-6-21,Farm 103,2661
2019-9-10,Farm 73,2661
2019-10-28,Farm 111,2661
2019-11-29,Farm 73,2661
2019-1-1,Farm 111,2661
2019-4-23,Farm 103,2662
2019-5-9,Farm 111,2662
2019-12-11,Farm 103,2662
2019-11-26,Farm 73,2663
2019-11-27,Farm 73,2663
2019-12-2,Farm 111,2663
2019-4-17,Farm 73,2664
2019-5-15,Farm 111,2664
2019-7-16,Farm 32,2664
2019-7-22,Farm 111,2664
2019-8-6,Farm 103,2664
2019-12-6,Farm 111,2664
2019-4-1,Farm 73,2665
2019-5-25,Farm 111,2665
2019-6-7,Farm 111,2665
2019-10-7,Farm 103,2665
2019-11-3,Farm 111,2665
2019-2-4,Farm 73,2666
2019-5-3,Farm 103,2666
2019-6-20,Farm 103,2666
2019-9-8,Farm 86,2666
2019-1-24,Farm 103,2666
2019-5-10,Farm 73,2667
2019-7-27,Farm 73,2667
2019-7-28,Farm 103,2667
2019-9-6,Farm 103,2667
2019-9-24,Farm 111,2667
2019-10-26,Farm 86,2667
2019-12-18,Farm 103,2667
2019-2-13,Farm 73,2668
2019-2-26,Farm 73,2668
2019-3-24,Farm 73,2668
2019-9-16,Farm 111,2668
2019-9-27,Farm 73,2668
2019-11-13,Farm 111,2668
2019-5-21,Farm 73,2669
2019-8-11,Farm 73,2669
2019-9-19,Farm 73,2670
2019-11-7,Farm 111,2670
2019-11-15,Farm 73,2670
2019-4-15,Farm 111,2671
2019-2-2,Farm 73,2672
2019-3-3,Farm 73,2672
2019-5-4,Farm 103,2672
2019-7-10,Farm 73,2672
2019-1-5,Farm 103,2672
2019-7-19,Farm 73,2673
2019-8-31,Farm 111,2673
2019-3-11,Farm 111,2674
2019-6-2,Farm 73,2674
2019-7-26,Farm 111,2674
2019-8-29,Farm 73,2674
2019-12-1,Farm 111,2674
2019-12-8,Farm 111,2674
2019-2-7,Farm 111,2675
2019-5-24,Farm 73,2675
2019-8-22,Farm 111,2675
2019-9-7,Farm 111,2675
2019-12-15,Farm 86,2675
2019-4-18,Farm 111,2676
2019-9-29,Farm 73,2676
2019-4-28,Farm 73,2677
2019-6-9,Farm 111,2677
2019-8-2,Farm 86,2677
2019-9-9,Farm 86,2677
2019-4-9,Farm 111,2678
2019-5-23,Farm 111,2678
2019-5-25,Farm 73,2679
2019-6-10,Farm 103,2679
2019-2-10,Farm 108,2680
2019-4-23,Farm 111,2680
2019-5-7,Farm 103,2680
2019-3-5,Farm 111,2681
2019-5-11,Farm 103,2681
2019-9-7,Farm 86,2681
2019-9-14,Farm 73,2681
2019-10-25,Farm 103,2681
2019-11-27,Farm 111,2681
2019-12-24,Farm 111,2681
2019-4-26,Farm 103,2682
2019-5-30,Farm 111,2682
2019-8-20,Farm 73,2682
2019-9-2,Farm 111,2682
2019-8-10,Farm 103,2683
2019-1-8,Farm 111,2683
2019-2-8,Farm 111,2684
2019-2-15,Farm 73,2684
2019-7-12,Farm 111,2684
2019-1-7,Farm 111,2684
2019-2-20,Farm 111,2685
2019-11-2,Farm 111,2685
2019-1-11,Farm 111,2685
2019-4-3,Farm 73,2686
2019-5-25,Farm 103,2686
2019-5-29,Farm 73,2687
2019-6-18,Farm 111,2687
2019-1-30,Farm 111,2687
2019-3-22,Farm 73,2688
2019-4-25,Farm 73,2688
2019-12-29,Farm 111,2688
2019-1-12,Farm 111,2688
2019-3-2,Farm 111,2689
2019-3-14,Farm 111,2689
2019-6-4,Farm 86,2689
2019-6-21,Farm 73,2689
2019-9-14,Farm 108,2689
2019-10-13,Farm 73,2689
2019-11-16,Farm 73,2689
2019-3-20,Farm 111,2690
2019-7-13,Farm 103,2690
2019-7-18,Farm 73,2690
2019-7-29,Farm 111,2690
2019-1-19,Farm 111,2690
2019-11-11,Farm 111,2691
2019-11-21,Farm 111,2691
2019-1-10,Farm 73,2691
2019-4-27,Farm 111,2692
2019-11-16,Farm 111,2692
2019-11-20,Farm 103,2692
2019-12-20,Farm 73,2692
2019-1-15,Farm 111,2692
2019-1-28,Farm 111,2692
2019-2-5,Farm 103,2693
2019-2-26,Farm 103,2693
2019-7-3,Farm 73,2693
2019-10-31,Farm 73,2693
2019-1-29,Farm 111,2693
2019-2-16,Farm 103,2695
2019-2-27,Farm 111,2695
2019-3-4,Farm 73,2695
2019-3-10,Farm 73,2695
2019-3-17,Farm 111,2695
2019-12-30,Farm 73,2695
2019-5-14,Farm 108,2696
2019-5-28,Farm 111,2696
2019-8-30,Farm 111,2696
2019-1-26,Farm 73,2696
2019-3-6,Farm 108,2697
2019-5-3,Farm 73,2697
2019-6-29,Farm 73,2697
2019-8-5,Farm 111,2697
2019-10-5,Farm 111,2697
2019-7-10,Farm 111,2698
2019-8-8,Farm 111,2698
2019-8-18,Farm 73,2698
2019-9-10,Farm 111,2698
2019-11-4,Farm 111,2698
2019-1-21,Farm 86,2698
2019-3-12,Farm 111,2699
2019-5-22,Farm 111,2699
2019-6-27,Farm 103,2699
2019-8-22,Farm 73,2699
2019-4-10,Farm 103,2700
2019-8-12,Farm 73,2700
2019-8-14,Farm 73,2700
2019-10-9,Farm 73,2700
2019-11-13,Farm 73,2700
2019-2-20,Farm 103,2701
2019-4-12,Farm 111,2701
2019-7-14,Farm 73,2701
2019-9-9,Farm 73,2701
2019-11-10,Farm 103,2701
2019-11-25,Farm 73,2701
2019-2-26,Farm 111,2702
2019-3-12,Farm 108,2702
2019-3-15,Farm 111,2702
2019-3-18,Farm 73,2702
2019-4-17,Farm 111,2702
2019-7-21,Farm 73,2702
2019-7-24,Farm 73,2702
2019-1-6,Farm 111,2702
2019-2-14,Farm 103,2703
2019-5-17,Farm 73,2703
2019-5-21,Farm 103,2703
2019-5-22,Farm 73,2703
2019-9-4,Farm 86,2703
2019-5-12,Farm 86,2704
2019-7-1,Farm 111,2704
2019-1-9,Farm 86,2704
2019-1-9,Farm 111,2704
2019-10-7,Farm 86,2705
2019-4-14,Farm 111,2705
2019-10-24,Farm 108,2705
2019-5-13,Farm 86,2705
2019-5-13,Farm 111,2705
2019-10-23,Farm 111,2705
2019-7-31,Farm 73,2705
2019-1-5,Farm 73,2705
2019-1-18,Farm 73,2705
2019-8-7,Farm 73,2705
2019-11-9,Farm 73,2705
2019-4-9,Farm 73,2706
2019-4-20,Farm 111,2706
2019-7-20,Farm 111,2706
2019-9-11,Farm 73,2706
2019-9-14,Farm 103,2706
2019-10-2,Farm 111,2706
2019-11-28,Farm 73,2706
2019-12-14,Farm 111,2706
2019-5-18,Farm 73,2707
2019-6-22,Farm 73,2707
2019-8-8,Farm 73,2707
2019-8-31,Farm 73,2707
2019-9-19,Farm 111,2707
2019-10-1,Farm 73,2707
2019-11-17,Farm 73,2707
2019-11-22,Farm 111,2707
2019-2-5,Farm 73,2708
2019-9-29,Farm 111,2708
2019-10-13,Farm 111,2708
2019-1-19,Farm 73,2708
2019-4-23,Farm 73,2709
2019-6-6,Farm 73,2710
2019-2-4,Farm 103,2710
2019-3-9,Farm 111,2710
2019-12-17,Farm 111,2710
2019-12-3,Farm 111,2710
2019-5-20,Farm 73,2710
2019-11-24,Farm 73,2710
2019-5-23,Farm 73,2710
2019-11-30,Farm 73,2710
2019-7-20,Farm 108,2710
2019-4-4,Farm 73,2711
2019-6-5,Farm 73,2711
2019-7-25,Farm 103,2711
2019-12-25,Farm 73,2711
2019-2-18,Farm 108,2712
2019-5-26,Farm 73,2712
2019-6-4,Farm 111,2712
2019-6-23,Farm 73,2712
2019-11-1,Farm 111,2712
2019-1-18,Farm 108,2712
2019-4-18,Farm 73,2713
2019-5-23,Farm 104,2713
2019-6-2,Farm 111,2713
2019-6-18,Farm 108,2713
2019-8-5,Farm 73,2713
2019-10-14,Farm 73,2713
2019-2-18,Farm 73,2714
2019-6-19,Farm 111,2714
2019-6-20,Farm 108,2714
2019-7-27,Farm 86,2714
2019-8-23,Farm 73,2714
2019-3-30,Farm 108,2715
2019-7-11,Farm 103,2715
2019-7-24,Farm 111,2715
2019-12-20,Farm 111,2715
2019-3-16,Farm 108,2716
2019-8-19,Farm 103,2716
2019-8-25,Farm 111,2716
2019-2-12,Farm 73,2717
2019-4-6,Farm 103,2717
2019-7-25,Farm 111,2717
2019-8-5,Farm 86,2717
2019-9-20,Farm 73,2717
2019-1-4,Farm 73,2717
2019-2-12,Farm 111,2718
2019-6-28,Farm 73,2718
2019-9-11,Farm 103,2718
2019-10-12,Farm 73,2718
2019-12-26,Farm 108,2718
2019-6-7,Farm 73,2719
2019-12-22,Farm 103,2719
2019-3-1,Farm 73,2720
2019-4-4,Farm 108,2720
2019-4-26,Farm 73,2720
2019-6-29,Farm 103,2720
2019-9-8,Farm 73,2720
2019-11-20,Farm 111,2720
2019-3-16,Farm 32,2721
2019-7-15,Farm 73,2721
2019-1-8,Farm 108,2721
2019-1-11,Farm 73,2721
2019-1-14,Farm 108,2721
2019-2-10,Farm 111,2722
2019-10-7,Farm 73,2722
2019-2-24,Farm 111,2723
2019-3-22,Farm 111,2723
2019-5-12,Farm 73,2723
2019-5-21,Farm 111,2723
2019-5-24,Farm 103,2723
2019-8-27,Farm 111,2723
2019-9-22,Farm 103,2723
2019-9-25,Farm 73,2723
2019-3-19,Farm 111,2724
2019-8-25,Farm 73,2724
2019-3-8,Farm 108,2725
2019-5-30,Farm 73,2725
2019-6-6,Farm 103,2725
2019-7-17,Farm 111,2725
2019-8-14,Farm 111,2725
2019-11-16,Farm 108,2725
2019-5-8,Farm 111,2726
2019-8-9,Farm 103,2726
2019-10-20,Farm 73,2726
2019-3-1,Farm 111,2727
2019-3-18,Farm 108,2727
2019-5-16,Farm 111,2728
2019-6-23,Farm 111,2728
2019-11-6,Farm 73,2728
2019-5-4,Farm 111,2729
2019-8-3,Farm 111,2729
2019-8-4,Farm 73,2729
2019-9-18,Farm 73,2729
2019-10-11,Farm 73,2729
2019-10-25,Farm 86,2729
2019-1-21,Farm 111,2729
2019-2-4,Farm 111,2730
2019-3-21,Farm 111,2730
2019-4-15,Farm 103,2730
2019-8-13,Farm 73,2730
2019-9-18,Farm 111,2730
2019-12-12,Farm 111,2730
2019-1-27,Farm 73,2730
2019-1-30,Farm 73,2730
2019-3-17,Farm 73,2731
2019-7-5,Farm 111,2731
2019-7-14,Farm 111,2731
2019-11-29,Farm 111,2731
2019-12-18,Farm 108,2731
2019-1-1,Farm 73,2732
2019-2-11,Farm 73,2733
2019-3-27,Farm 73,2733
2019-4-30,Farm 111,2733
2019-5-7,Farm 73,2733
2019-10-29,Farm 111,2733
2019-12-26,Farm 111,2733
2019-5-12,Farm 111,2734
2019-6-3,Farm 73,2734
2019-6-8,Farm 111,2734
2019-8-25,Farm 103,2734
2019-10-4,Farm 73,2734
2019-11-20,Farm 108,2734
2019-1-12,Farm 108,2734
2019-1-13,Farm 73,2734
2019-5-15,Farm 73,2735
2019-8-7,Farm 111,2735
2019-8-24,Farm 111,2735
2019-9-17,Farm 111,2735
2019-9-30,Farm 111,2735
2019-10-7,Farm 111,2735
2019-4-1,Farm 111,2736
2019-4-11,Farm 103,2736
2019-4-16,Farm 108,2736
2019-5-31,Farm 73,2736
2019-6-26,Farm 111,2736
2019-8-26,Farm 108,2736
2019-3-19,Farm 73,2737
2019-4-6,Farm 73,2737
2019-5-8,Farm 108,2737
2019-12-4,Farm 73,2737
2019-1-2,Farm 108,2737
2019-3-7,Farm 73,2738
2019-4-30,Farm 73,2738
2019-6-24,Farm 73,2738
2019-8-28,Farm 111,2738
2019-9-8,Farm 111,2738
2019-10-14,Farm 111,2738
2019-1-31,Farm 111,2738
2019-4-19,Farm 111,2739
2019-5-31,Farm 103,2739
2019-6-18,Farm 73,2739
2019-9-2,Farm 108,2739
2019-3-10,Farm 111,2740
2019-10-17,Farm 73,2740
2019-1-23,Farm 111,2740
2019-3-6,Farm 73,2741
2019-3-8,Farm 103,2741
2019-7-2,Farm 73,2741
2019-12-8,Farm 103,2742
2019-3-11,Farm 73,2742
2019-7-4,Farm 111,2742
2019-7-7,Farm 73,2742
2019-8-6,Farm 111,2742
2019-11-17,Farm 103,2742
2019-12-13,Farm 111,2742
2019-12-23,Farm 73,2742
2019-1-23,Farm 73,2742
2019-2-28,Farm 108,2743
2019-7-19,Farm 111,2744
2019-11-5,Farm 73,2744
2019-11-8,Farm 108,2744
2019-1-10,Farm 108,2744
2019-2-28,Farm 73,2745
2019-5-13,Farm 73,2745
2019-9-6,Farm 73,2745
2019-9-15,Farm 73,2745
2019-2-8,Farm 104,2746
2019-4-16,Farm 73,2746
2019-6-4,Farm 73,2746
2019-6-5,Farm 111,2746
2019-7-25,Farm 73,2746
2019-11-14,Farm 108,2746
2019-12-19,Farm 73,2746
2019-2-21,Farm 73,2747
2019-7-23,Farm 111,2747
2019-7-28,Farm 73,2747
2019-9-24,Farm 73,2747
2019-2-12,Farm 104,2748
2019-2-19,Farm 73,2748
2019-4-21,Farm 73,2748
2019-5-6,Farm 108,2748
2019-2-9,Farm 73,2749
2019-4-13,Farm 111,2749
2019-2-23,Farm 104,2750
2019-5-14,Farm 73,2750
2019-6-14,Farm 108,2750
2019-7-18,Farm 111,2750
2019-10-25,Farm 73,2750
2019-2-8,Farm 73,2751
2019-2-23,Farm 111,2751
2019-10-20,Farm 111,2751
2019-11-6,Farm 111,2751
2019-12-4,Farm 104,2751
2019-7-26,Farm 73,2752
2019-9-1,Farm 111,2752
2019-1-10,Farm 111,2752
2019-1-25,Farm 111,2752
2019-9-4,Farm 111,2753
2019-10-28,Farm 73,2753
2019-11-11,Farm 73,2753
2019-1-4,Farm 111,2753
2019-2-16,Farm 73,2754
2019-4-27,Farm 103,2754
2019-5-8,Farm 73,2754
2019-6-14,Farm 111,2754
2019-10-1,Farm 111,2754
2019-12-31,Farm 73,2754
2019-1-15,Farm 73,2754
2019-8-10,Farm 73,2755
2019-11-26,Farm 111,2755
2019-2-14,Farm 111,2756
2019-2-23,Farm 73,2756
2019-4-10,Farm 73,2756
2019-6-12,Farm 111,2756
2019-10-26,Farm 108,2756
2019-4-2,Farm 73,2757
2019-4-18,Farm 108,2757
2019-9-9,Farm 111,2757
2019-1-24,Farm 108,2757
2019-6-27,Farm 73,2758
2019-1-12,Farm 73,2758
2019-5-28,Farm 108,2759
2019-8-15,Farm 73,2759
2019-11-2,Farm 73,2759
2019-12-10,Farm 73,2759
2019-12-11,Farm 111,2759
2019-1-24,Farm 73,2759
2019-3-20,Farm 103,2760
2019-4-4,Farm 34,2760
2019-7-15,Farm 111,2760
2019-5-2,Farm 111,2761
2019-8-11,Farm 111,2761
2019-10-12,Farm 111,2761
2019-10-24,Farm 111,2761
2019-12-27,Farm 73,2761
2019-2-21,Farm 103,2762
2019-7-6,Farm 111,2762
2019-10-22,Farm 108,2762
2019-1-10,Farm 104,2762
2019-4-24,Farm 73,2763
2019-8-24,Farm 108,2763
2019-10-2,Farm 73,2763
2019-11-28,Farm 111,2763
2019-12-6,Farm 108,2763
2019-5-2,Farm 103,2764
2019-5-19,Farm 111,2764
2019-6-26,Farm 73,2764
2019-8-12,Farm 108,2764
2019-11-17,Farm 111,2764
2019-1-31,Farm 73,2764
2019-2-17,Farm 73,2765
2019-3-23,Farm 73,2765
2019-4-20,Farm 104,2765
2019-5-28,Farm 73,2765
2019-7-10,Farm 108,2765
2019-9-13,Farm 73,2765
2019-2-23,Farm 34,2766
2019-4-8,Farm 111,2766
2019-9-28,Farm 111,2766
2019-3-10,Farm 103,2767
2019-4-7,Farm 73,2767
2019-4-14,Farm 73,2767
2019-12-31,Farm 111,2767
2019-2-20,Farm 73,2768
2019-12-28,Farm 108,2768
2019-2-9,Farm 111,2769
2019-6-26,Farm 108,2769
2019-7-30,Farm 108,2769
2019-9-4,Farm 108,2769
2019-1-20,Farm 108,2769
2019-8-9,Farm 73,2770
2019-11-7,Farm 73,2770
2019-4-17,Farm 103,2771
2019-6-15,Farm 111,2771
2019-10-10,Farm 111,2771
2019-4-30,Farm 108,2772
2019-7-11,Farm 73,2773
2019-10-24,Farm 73,2773
2019-4-2,Farm 108,2774
2019-11-30,Farm 108,2774
2019-9-14,Farm 111,2775
2019-6-16,Farm 108,2776
2019-11-8,Farm 111,2776
2019-12-13,Farm 73,2776
2019-3-9,Farm 73,2777
2019-4-22,Farm 73,2777
2019-4-4,Farm 111,2778
2019-12-14,Farm 108,2778
2019-7-7,Farm 111,2779
2019-8-30,Farm 108,2779
2019-9-26,Farm 73,2779
2019-12-14,Farm 73,2780
2019-8-28,Farm 73,2781
2019-10-6,Farm 34,2781
2019-10-19,Farm 104,2782
2019-12-17,Farm 73,2782
2019-12-27,Farm 111,2782
2019-12-29,Farm 73,2782
2019-5-5,Farm 73,2783
2019-6-2,Farm 108,2784
2019-10-18,Farm 108,2784
2019-2-26,Farm 108,2785
2019-3-20,Farm 108,2785
2019-6-6,Farm 86,2785
2019-7-16,Farm 111,2785
2019-10-12,Farm 108,2785
2019-2-10,Farm 73,2786
2019-1-14,Farm 73,2786
2019-1-14,Farm 104,2786
2019-2-11,Farm 104,2787
2019-2-17,Farm 111,2787
2019-3-28,Farm 108,2787
2019-1-9,Farm 73,2788
2019-9-8,Farm 108,2789
2019-7-15,Farm 104,2790
2019-8-16,Farm 73,2790
2019-8-22,Farm 108,2790
2019-2-6,Farm 108,2791
2019-3-19,Farm 104,2791
2019-3-24,Farm 111,2791
2019-5-2,Farm 108,2791
2019-9-16,Farm 73,2791
2019-9-30,Farm 108,2791
2019-6-22,Farm 108,2792
2019-2-18,Farm 111,2793
2019-8-26,Farm 111,2793
2019-10-31,Farm 111,2793
2019-11-23,Farm 73,2793
2019-7-18,Farm 108,2794
2019-9-12,Farm 73,2794
2019-10-6,Farm 111,2794
2019-10-26,Farm 111,2794
2019-1-16,Farm 108,2794
2019-8-8,Farm 108,2795
2019-1-5,Farm 111,2795
2019-4-26,Farm 108,2796
2019-6-30,Farm 73,2796
2019-3-5,Farm 73,2797
2019-3-13,Farm 73,2797
2019-4-22,Farm 108,2797
2019-8-16,Farm 108,2797
2019-12-18,Farm 104,2797
2019-1-16,Farm 111,2797
2019-3-4,Farm 111,2798
2019-6-28,Farm 108,2798
2019-9-21,Farm 111,2799
2019-11-24,Farm 111,2799
2019-5-29,Farm 111,2800
2019-12-10,Farm 108,2800
2019-5-3,Farm 111,2801
2019-7-31,Farm 111,2801
2019-11-4,Farm 73,2801
2019-7-14,Farm 108,2802
2019-6-19,Farm 73,2803
2019-10-5,Farm 73,2803
2019-7-5,Farm 104,2804
2019-3-2,Farm 73,2805
